Unnamed: 0,Name,Weight Class,Height:,Weight:,Reach:,Age,Wins,Losses,Draws
1009,james moontasri,Welterweight,5.83,170,71,31,9,5,0
1010,todd moore,Welterweight,5.75,170,71,35,14,5,0
1011,sergio moraes,Welterweight,6.0,170,72,37,14,6,1
1012,marlon moraes,Bantamweight,5.5,135,67,31,22,6,1
1013,sheymon moraes,Featherweight,5.67,145,72,29,11,4,0
1014,john moraga,Flyweight,5.5,125,66,35,19,7,0
1015,leonardo morales,Bantamweight,5.67,135,68,26,5,2,0
1016,albert morales,Bantamweight,5.75,135,72,28,7,4,1
1017,joseph morales,Flyweight,5.5,125,69,25,9,2,0
1018,vince morales,Bantamweight,5.58,135,70,28,9,4,0
1019,sarah moras,Women's Bantamweight,5.58,135,67,31,6,6,0
1020,christian morecraft,Heavyweight,6.5,260,81,33,7,3,0
1021,richardson moreira,Middleweight,6.17,185,72,35,7,4,0
1022,vinicius moreira,Light Heavyweight,6.33,205,76,30,9,4,0
1023,brandon moreno,Flyweight,5.58,125,70,25,15,5,1
1024,dan moret,Lightweight,6.0,155,73,32,13,6,0
1025,peggy morgan,Women's Bantamweight,6.08,135,70,39,2,1,0
1026,alex morono,Welterweight,5.92,170,72,29,17,5,0
1027,maryna moroz,Women's Strawweight,5.58,125,67,28,9,3,0
1028,gegard mousasi,Middleweight,6.17,185,76,34,42,6,2
1029,jamie moyle,Women's Strawweight,5.08,115,65,30,4,3,0
1030,su mudaerji,Bantamweight,5.67,135,72,23,11,4,0
1031,lauren mueller,Women's Flyweight,5.42,125,67,27,5,3,0
1032,belal muhammad,Welterweight,5.92,170,72,31,16,3,0
1033,quinn mulhern,Lightweight,6.25,155,76,35,18,4,0
1034,james mulheron,Heavyweight,5.83,243,73,31,11,2,0
1035,jamie mullarkey,Lightweight,6.0,155,74,25,12,3,0
1036,pedro munhoz,Bantamweight,5.5,135,65,33,18,4,0
1037,mark munoz,Middleweight,6.0,185,72,41,14,6,0
1038,makhmud muradov,Middleweight,6.17,185,75,29,23,6,0
1039,vince murdock,Featherweight,5.5,145,66,28,12,3,0
1040,lauren murphy,Women's Bantamweight,5.42,125,67,36,11,4,0
1041,lerone murphy,Featherweight,5.75,145,73,28,8,0,1
1042,khalid murtazaliev,Middleweight,6.0,185,76,26,14,2,0
1043,nico musoke,Welterweight,6.0,170,75,33,13,5,0
1044,magomed mustafaev,Lightweight,5.67,155,71,31,14,2,0
1045,elvis mutapcic,Middleweight,6.0,185,72,33,15,5,1
1046,rin nakai,Women's Bantamweight,5.08,135,60,33,16,2,1
1047,kazuhiro nakamura,Light Heavyweight,5.92,205,70,40,15,11,0
1048,keita nakamura,Welterweight,5.92,170,73,35,34,10,2
1049,yui chul nam,Featherweight,5.75,145,69,38,18,6,1
1050,tyson nam,Flyweight,5.58,125,68,36,18,10,1
1051,rose namajunas,Women's Strawweight,5.42,115,65,27,9,4,0
1052,nad narimani,Featherweight,5.67,145,70,32,12,3,0
1053,roger narvaez,Middleweight,6.25,185,79,36,7,2,0
1054,bobby nash,Welterweight,6.0,170,74,29,8,4,0
1055,rafael natal,Middleweight,6.0,185,76,36,21,9,1
1056,ismail naurdiev,Welterweight,5.83,170,74,23,19,3,0
1057,geoff neal,Welterweight,5.92,170,75,29,12,2,0
1058,stanislav nedkov,Light Heavyweight,5.92,205,71,37,12,2,0
1059,josh neer,Welterweight,5.92,170,72,36,33,13,1
1060,nicolae negumereanu,Light Heavyweight,6.0,205,78,25,9,1,0
1061,shane nelson,Lightweight,5.75,155,70,34,15,5,0
1062,roy nelson,Heavyweight,6.0,263,72,43,23,14,0
1063,gunnar nelson,Welterweight,5.92,170,72,31,17,5,1
1064,kyle nelson,Featherweight,5.92,155,71,28,13,3,0
1065,antonio braga neto,Middleweight,6.25,185,77,31,9,3,0
1066,nick newell,Lightweight,5.83,155,74,33,14,1,0
1067,journey newson,Bantamweight,5.42,135,67,30,9,2,0
1068,francis ngannou,Heavyweight,6.33,250,83,33,14,3,0
1069,ben nguyen,Flyweight,5.42,125,65,31,17,8,0
1070,alex nicholson,Middleweight,6.33,185,81,29,7,4,0
1071,matheus nicolau,Flyweight,5.5,125,66,26,13,3,1
1072,tom niinimaki,Featherweight,5.75,145,69,37,21,8,1
1073,ramsey nijem,Lightweight,5.92,155,75,31,10,6,0
1074,mats nilsson,Welterweight,6.08,170,74,35,11,4,1
1075,ning guangyou,Bantamweight,5.33,145,64,37,6,4,1
1076,anthony njokuani,Lightweight,6.08,155,75,39,16,9,0
1077,minotauro nogueira,Heavyweight,6.25,240,77,43,34,10,1
1078,rogerio nogueira,Light Heavyweight,6.17,205,75,43,23,9,0
1079,kyle noke,Welterweight,6.08,170,76,39,22,10,1
1080,kj noons,Welterweight,5.83,155,72,36,12,8,0
1081,sage northcutt,Welterweight,6.0,170,71,23,11,2,0
1082,jason novelli,Lightweight,6.0,155,75,40,11,3,1
1083,phillipe nover,Featherweight,5.75,145,72,35,12,8,1
1084,diego nunes,Featherweight,5.5,145,67,36,18,4,0
1085,amanda nunes,Women's Bantamweight,5.67,135,69,31,18,4,0
1086,khabib nurmagomedov,Lightweight,5.83,155,70,31,28,0,0
1087,said nurmagomedov,Bantamweight,5.67,135,70,27,13,1,0
1088,kennedy nzechukwu,Light Heavyweight,6.42,205,83,27,7,1,0
1089,jake o'brien,Light Heavyweight,6.25,205,76,35,13,4,0
1090,sean o'connell,Light Heavyweight,6.08,205,74,36,17,9,0
1091,sean o'malley,Bantamweight,5.92,135,72,25,10,0,0
1092,brendan o'reilly,Welterweight,5.58,170,69,32,6,3,0
1093,christian ocon,Bantamweight,5.67,135,69,23,4,1,0
1094,richard odoms,Heavyweight,6.42,265,82,44,8,1,0
1095,volkan oezdemir,Light Heavyweight,6.17,205,75,30,16,4,0
1096,andy ogle,Featherweight,5.67,145,69,30,9,6,0
1097,yushin okami,Welterweight,6.17,170,75,38,35,12,0
1098,jj okanovich,Lightweight,5.92,155,76,28,6,1,0
1099,aleksei oleinik,Heavyweight,6.17,240,80,42,57,13,1
1100,michal oleksiejczuk,Light Heavyweight,6.0,205,74,24,14,3,0
1101,rafaello oliveira,Lightweight,5.67,155,71,37,15,7,0
1102,charles oliveira,Lightweight,5.83,155,74,30,27,8,0
1103,ednaldo oliveira,Light Heavyweight,6.42,205,79,35,13,2,1
1104,alex oliveira,Welterweight,5.92,170,76,31,19,8,1
1105,wendell oliveira,Welterweight,5.83,170,72,36,24,9,0
1106,felipe olivieri,Lightweight,5.75,155,72,34,14,5,0
1107,cameron olson,Light Heavyweight,6.08,205,75,29,7,3,0
1108,alan omer,Featherweight,5.83,145,71,31,18,5,0
1109,daniel omielanczuk,Heavyweight,6.0,247,74,37,19,8,1
1110,michihiro omigawa,Featherweight,5.5,145,68,43,13,13,1
1111,chibwikem onyenegecha-palmer,Middleweight,6.25,185,76,25,6,0,0
1112,brian ortega,Featherweight,5.67,145,69,28,14,1,0
1113,tito ortiz,Light Heavyweight,6.25,205,74,44,17,11,1
1114,dustin ortiz,Flyweight,5.42,125,65,30,19,8,0
1115,kenji osawa,Bantamweight,5.58,135,66,42,18,10,2
1116,ode osbourne,Bantamweight,5.58,135,73,27,7,2,0
1117,nick osipczak,Welterweight,6.17,170,76,34,5,3,0
1118,rachael ostovich,Women's Flyweight,5.25,125,62,28,4,5,0
1119,zak ottow,Welterweight,5.92,170,72,32,17,7,0
1120,sidney outlaw,Welterweight,5.67,170,74,27,8,4,0
1121,alistair overeem,Heavyweight,6.33,265,80,39,45,17,0
1122,alptekin ozkilic,Flyweight,5.42,125,65,33,9,4,0
1123,nick pace,Bantamweight,5.58,135,68,32,6,3,0
1124,larissa pacheco,Women's Bantamweight,5.58,135,69,25,10,2,0
1125,teemu packalen,Lightweight,6.08,155,75,32,8,3,0
1126,damacio page,Bantamweight,5.5,135,66,37,12,8,0
1127,dustin pague,Bantamweight,5.75,135,74,32,11,10,0
1128,raulian paiva,Flyweight,5.67,125,69,24,18,3,0
1129,fredson paixao,Featherweight,5.5,145,66,40,10,4,0
1130,bart palaszewski,Featherweight,5.75,145,70,36,35,17,0
1131,soa palelei,Heavyweight,6.33,265,81,42,22,5,0
1132,rousimar palhares,Welterweight,5.67,170,71,39,24,5,0
1133,alexandre pantoja,Flyweight,5.42,125,67,29,21,4,0
1134,jared papazian,Flyweight,5.67,135,67,31,14,9,0
1135,karo parisyan,Welterweight,5.83,170,72,37,19,8,0
1136,jun yong park,Middleweight,5.83,185,73,28,10,4,0
1137,harvey park,Lightweight,6.0,155,70,33,12,2,0
1138,norman parke,Lightweight,5.92,155,70,32,22,5,1
1139,claude patrick,Welterweight,5.92,170,75,39,14,2,0
1140,alan patrick,Lightweight,5.92,155,74,36,15,2,0
1141,sergei pavlovich,Heavyweight,6.25,257,84,27,13,1,0
1142,pawel pawlak,Welterweight,6.0,170,73,30,11,2,0
1143,estevan payan,Featherweight,5.83,145,72,37,14,6,0
1144,jonathan pearce,Lightweight,6.0,155,71,27,9,4,0
1145,ross pearson,Lightweight,5.67,155,69,35,22,16,0
1146,carlo pedersoli,Welterweight,5.92,170,75,26,11,3,0
1147,tyson pedro,Light Heavyweight,6.25,205,79,28,7,3,0
1148,filip pejic,Bantamweight,5.67,135,70,27,10,2,1
1149,kurt pellegrino,Lightweight,5.67,155,70,40,16,6,0
1150,julianna pena,Women's Bantamweight,5.5,135,69,30,10,3,0
1151,luis pena,Featherweight,6.25,155,75,26,7,2,0
1152,cathal pendred,Welterweight,6.08,170,75,32,17,5,1
1153,bj penn,Lightweight,5.75,155,70,40,16,14,2
1154,jessica penne,Women's Strawweight,5.42,115,67,36,12,6,0
1155,nick penner,Light Heavyweight,6.33,205,77,39,12,3,0
1156,raquel pennington,Women's Bantamweight,5.58,135,67,31,10,8,0
1157,godofredo pepey,Featherweight,5.58,145,73,32,14,6,0
1158,robert peralta,Featherweight,5.67,145,71,33,18,6,0
1159,viviane pereira,Women's Strawweight,5.08,115,63,26,13,2,0
1160,michel pereira,Welterweight,6.08,170,73,26,23,10,0
1161,erik perez,Bantamweight,5.67,135,68,29,17,6,0
1162,alejandro perez,Bantamweight,5.5,135,67,30,22,8,1
1163,frankie perez,Lightweight,5.92,155,73,30,10,4,0
1164,alex perez,Bantamweight,5.5,135,65,27,22,5,0
1165,markus perez,Middleweight,6.08,185,73,31,11,2,0
1166,anthony perosh,Light Heavyweight,6.25,205,75,47,15,10,0
1167,thiago perpetuo,Welterweight,5.83,170,71,31,9,4,1
1168,hernani perpetuo,Welterweight,6.0,170,74,34,17,5,0
1169,jason perrin,Bantamweight,5.58,135,69,26,8,3,0
1170,mike perry,Welterweight,5.83,170,71,28,13,5,0
1171,raphael pessoa,Heavyweight,6.25,262,78,30,9,1,0
1172,viktor pesta,Heavyweight,6.25,240,77,29,10,4,0
1173,steven peterson,Featherweight,5.83,145,70,29,18,9,0
1174,seth petruzelli,Light Heavyweight,6.0,205,76,39,14,6,0
1175,peter petties,Featherweight,5.92,145,72,28,5,3,0
1176,anthony pettis,Lightweight,5.83,170,72,32,22,9,0
1177,sergio pettis,Flyweight,5.5,125,69,26,18,5,0
1178,forrest petz,Welterweight,5.75,170,71,44,24,9,0
1179,cody pfister,Lightweight,5.83,155,73,29,12,6,1
1180,nam phan,Bantamweight,5.5,135,70,36,18,14,0
1181,costas philippou,Middleweight,5.92,185,73,39,13,5,0
1182,aaron phillips,Bantamweight,5.75,135,70,30,8,2,0
1183,elizabeth phillips,Women's Bantamweight,5.5,135,65,33,5,4,0
1184,john phillips,Middleweight,5.92,185,75,34,22,9,0
1185,vinc pichel,Lightweight,5.83,155,72,36,12,2,0
1186,brad pickett,Catch Weight,5.5,135,68,41,26,14,0
1187,jamie pickett,Middleweight,6.17,185,80,31,9,3,0
1188,oskar piechota,Middleweight,6.0,185,76,29,11,2,1
1189,mike pierce,Welterweight,5.67,170,70,39,17,7,0
1190,sean pierson,Welterweight,6.0,170,76,43,14,6,0
1191,domingo pilarte,Bantamweight,6.0,135,73,29,8,2,0
1192,daniel pineda,Featherweight,5.58,145,69,34,18,11,0
1193,liu pingyuan,Bantamweight,5.5,135,72,26,13,6,0
1194,maki pitolo,Welterweight,5.83,170,75,28,12,5,0
1195,jamal pogues,Light Heavyweight,6.25,205,77,23,6,2,0
1196,dustin poirier,Lightweight,5.75,155,72,30,25,6,0
1197,igor pokrajac,Light Heavyweight,6.0,205,76,40,28,13,0
1198,santiago ponzinibbio,Welterweight,6.0,170,73,33,28,3,0
1199,grigorii popov,Bantamweight,5.58,135,68,35,13,2,0
1200,callan potter,Lightweight,6.0,170,72,35,18,8,0
1201,ruan potts,Heavyweight,6.17,247,75,41,8,4,0
1202,devin powell,Lightweight,6.0,155,73,31,9,4,0
1203,marcin prachnio,Light Heavyweight,6.25,205,74,31,13,4,0
1204,wagner prado,Light Heavyweight,6.0,205,74,32,8,2,0
1205,trevor prangley,Middleweight,6.08,185,75,47,23,8,1
1206,ricardo prasel,Heavyweight,6.58,238,78,29,10,1,0
1207,carlo prater,Lightweight,5.92,155,72,38,30,12,1
1208,michel prazeres,Welterweight,5.5,170,67,38,26,3,0
1209,kyle prepolec,Welterweight,5.83,170,70,30,12,7,0
1210,niko price,Welterweight,6.0,170,76,30,14,3,0
1211,lara procopio,Women's Bantamweight,5.33,135,67,23,6,1,0
1212,joe proctor,Lightweight,5.83,155,72,34,11,5,0
1213,cole province,Featherweight,5.75,145,68,38,6,2,0
1214,lucie pudilova,Women's Flyweight,5.67,125,67,25,8,5,0
1215,claudio puelles,Lightweight,5.92,155,72,23,10,2,0
1216,juan puig,Featherweight,5.75,145,72,30,11,4,0
1217,jens pulver,Lightweight,5.58,145,70,44,25,15,1
1218,mike pyle,Welterweight,6.0,170,74,44,27,14,1
1219,nate quarry,Middleweight,6.0,185,72,47,12,4,0
1220,jimmy quinlan,Middleweight,6.0,185,72,33,3,1,1
1221,michel quinones,Lightweight,5.83,155,73,34,8,3,0
1222,jose quinonez,Bantamweight,5.67,135,69,29,9,3,0
1223,ricky rainey,Welterweight,6.08,170,77,36,13,6,0
1224,aleksandar rakic,Light Heavyweight,6.33,205,78,27,12,1,0
1225,jessica rakoczy,Women's Strawweight,5.58,115,68,42,2,5,0
1226,ricardo ramos,Bantamweight,5.5,135,69,24,13,2,0
1227,davi ramos,Lightweight,5.5,155,70,32,10,3,0
1228,vernon ramos,Welterweight,5.5,170,72,27,3,2,0
1229,ed ratcliff,Lightweight,5.83,155,71,36,7,3,0
1230,bec rawlings,Women's Flyweight,5.5,125,64,30,7,8,0
1231,stevie ray,Lightweight,5.83,155,70,29,22,9,0
1232,abdul razak alhassan,Welterweight,5.83,170,73,34,10,1,0
1233,rafael rebello,Bantamweight,5.42,135,67,39,7,4,0
1234,greg rebello,Heavyweight,6.0,240,73,37,24,8,0
1235,paul redmond,Featherweight,5.83,145,70,33,10,6,0
1236,karl reed,Light Heavyweight,6.25,205,78,30,6,1,0
1237,stephen regman,Middleweight,5.92,185,76,28,9,3,0
1238,wilson reis,Flyweight,5.33,125,65,34,23,10,0
1239,goran reljic,Light Heavyweight,6.25,205,81,35,9,3,0
1240,chance rencountre,Welterweight,6.17,170,75,32,14,3,0
1241,marion reneau,Women's Bantamweight,5.5,135,68,42,9,5,1
1242,polo reyes,Lightweight,5.92,155,71,34,8,8,0
1243,dominick reyes,Light Heavyweight,6.33,205,77,29,12,0,0
1244,alex reyes,Welterweight,5.92,170,73,33,13,3,0
1245,victor reyna,Welterweight,5.92,170,73,33,10,3,0
1246,mike rhodes,Welterweight,6.08,170,74,29,6,4,0
1247,amanda ribas,Women's Strawweight,5.25,115,66,26,8,1,0
1248,mike ricci,Lightweight,6.0,155,77,33,9,4,0
1249,alessandro ricci,Lightweight,5.92,155,69,37,10,5,0
1250,brad riddell,Lightweight,5.58,155,71,28,7,1,0
1251,matthew riddle,Welterweight,6.08,170,74,33,7,3,0
1252,joe riggs,Middleweight,6.0,185,70,37,41,17,0
1253,aaron riley,Lightweight,5.67,155,69,38,29,14,1
1254,jordan rinaldi,Lightweight,5.83,145,72,32,14,7,0
1255,nick ring,Middleweight,6.0,185,74,40,13,3,0
1256,mike rio,Lightweight,5.83,155,71,38,9,4,0
1257,diego rivas,Bantamweight,5.67,145,69,27,7,2,0
1258,jorge rivera,Middleweight,6.08,185,73,47,19,9,0
1259,francisco rivera,Bantamweight,5.67,135,68,38,11,7,0
1260,jimmie rivera,Bantamweight,5.33,135,68,30,22,4,0
1261,kali robbins,Women's Strawweight,5.25,115,63,35,6,2,0
1262,karl roberson,Middleweight,6.08,185,74,29,8,2,0
1263,daniel roberts,Welterweight,5.83,170,74,39,12,4,0
1264,danny roberts,Welterweight,6.08,170,74,32,16,5,0
1265,roosevelt roberts,Lightweight,6.08,155,74,25,8,1,0
1266,kenny robertson,Welterweight,5.83,170,74,35,15,5,0
1267,gillian robertson,Women's Flyweight,5.42,125,63,24,7,4,0
1268,alvin robinson,Lightweight,5.75,155,68,37,12,6,0
1269,vagner rocha,Lightweight,5.83,155,73,37,11,4,0
1270,carlos eduardo rocha,Welterweight,5.83,170,70,38,9,2,0
1271,luke rockhold,Middleweight,6.25,205,77,35,16,5,0
1272,bruno korea,Bantamweight,5.5,135,65,28,4,2,0
1273,manuel rodriguez,Welterweight,5.75,170,68,34,10,4,0
1274,yair rodriguez,Featherweight,5.92,145,71,27,13,2,0
1275,mike rodriguez,Light Heavyweight,6.33,205,82,30,10,3,0
1276,marina rodriguez,Women's Strawweight,5.5,115,65,32,12,0,1
1277,daniel rodriguez,Welterweight,6.08,170,75,32,8,1,0
1278,ray rodriguez,Bantamweight,5.58,135,69,31,15,5,0
1279,nick roehrick,Light Heavyweight,6.17,205,75,32,7,1,0
1280,marcos rogerio de lima,Light Heavyweight,6.08,253,75,34,16,7,1
1281,brett rogers,Heavyweight,6.42,265,81,38,11,4,0
1282,shane roller,Lightweight,5.83,155,72,40,11,7,0
1283,ricardo romero,Light Heavyweight,6.0,205,76,41,11,3,0
1284,yoel romero,Middleweight,6.0,185,73,42,13,4,0
1285,mara romero borella,Women's Flyweight,5.5,125,69,33,12,6,0
1286,jesse ronson,Lightweight,5.83,155,72,33,19,8,0
1287,george roop,Bantamweight,6.08,135,72,37,15,13,1
1288,aaron rosa,Light Heavyweight,6.33,205,78,36,17,5,0
1289,charles rosa,Featherweight,5.75,145,69,33,12,3,0
1290,karol rosa,Bantamweight,5.42,135,67,24,12,3,0
1291,jared rosholt,Heavyweight,6.17,265,75,33,14,3,0
1292,ben rothwell,Heavyweight,6.33,265,78,38,36,12,0
1293,khalil rountree jr.,Light Heavyweight,6.08,205,76,29,9,4,0
1294,ronda rousey,Women's Bantamweight,5.58,135,68,32,12,2,0
1295,philip rowe,Welterweight,6.25,170,80,29,6,2,0
1296,jairzinho rozenstruik,Heavyweight,6.33,242,78,31,8,0,0
1297,mauricio rua,Light Heavyweight,6.08,205,76,37,26,11,0
1298,rodolfo rubio,Featherweight,5.42,145,66,32,12,8,1
1299,mike russow,Heavyweight,6.08,255,73,43,15,3,0
1300,amir sadollah,Welterweight,5.83,170,74,39,7,5,0
1301,frankie saenz,Bantamweight,5.5,135,66,39,13,6,0
1302,saparbeg safarov,Light Heavyweight,6.08,205,78,33,9,2,0
1303,tarec saffiedine,Welterweight,5.83,170,70,33,16,7,0
1304,jason saggo,Lightweight,5.92,155,71,33,12,4,0
1305,ovince saint preux,Light Heavyweight,6.25,205,80,36,24,13,0
1306,lukasz sajewski,Lightweight,5.67,155,71,28,13,3,0
1307,augusto sakai,Heavyweight,6.25,265,77,28,14,1,1
1308,alessio sakara,Middleweight,6.0,185,72,38,19,11,0
1309,gokhan saki,Light Heavyweight,6.0,205,73,36,1,2,0
1310,justin salas,Lightweight,5.67,155,70,37,12,7,0
1311,roman salazar,Bantamweight,5.58,135,67,31,9,4,0
1312,muslim salikhov,Welterweight,5.92,170,70,35,15,2,0
1313,boston salmon,Bantamweight,5.75,135,69,28,6,3,0
1314,john salter,Middleweight,6.08,185,74,34,8,2,0
1315,josh samman,Middleweight,6.25,185,79,31,12,5,0
1316,joshua sampo,Flyweight,5.33,125,64,35,11,5,0
1317,diego sanchez,Welterweight,5.83,170,72,37,31,12,0
1318,eddie sanchez,Heavyweight,6.17,230,74,36,13,5,0
1319,joby sanchez,Flyweight,5.5,135,68,28,11,4,0
1320,andrew sanchez,Middleweight,6.08,185,74,31,12,5,0
1321,roberto sanchez,Flyweight,5.5,125,66,33,8,2,0
1322,luke sanders,Bantamweight,5.5,135,67,33,13,3,0
1323,jerrod sanders,Bantamweight,5.67,135,72,40,15,3,0
1324,cory sandhagen,Bantamweight,5.92,135,70,27,12,1,0
1325,hector sandoval,Flyweight,5.17,125,64,33,14,4,0
1326,roldan sangcha-an,Flyweight,5.33,125,65,28,4,2,0
1327,duda santana,Women's Bantamweight,5.58,145,73,23,3,1,0
1328,jorge santiago,Middleweight,6.08,170,74,39,25,11,0
1329,mike santiago,Featherweight,5.83,145,69,30,21,12,0
1330,richie santiago,Bantamweight,5.58,135,67,27,7,1,0
1331,evangelista santos,Welterweight,5.83,170,76,41,18,15,0
1332,iliarde santos,Flyweight,5.42,125,66,39,27,9,1
1333,leonardo santos,Lightweight,6.0,155,75,39,17,4,1
1334,thiago santos,Light Heavyweight,6.17,205,76,35,21,7,0
1335,bruno santos,Middleweight,5.75,185,69,32,14,2,0
1336,taila santos,Women's Flyweight,5.42,125,68,26,15,1,0
1337,daniel sarafian,Middleweight,5.75,185,73,37,10,6,0
1338,ulka sasaki,Flyweight,5.83,125,71,30,21,6,2
